FileName,difficulty,diff,JPName,ENName,Vintage,SongName,Artist,Difficulty,Length,easy,med,hard,very hard,Genres,Tags
Kanojo mo Kanojo Season 2 - Dramatic ni Koi Shitai by Hikari Codama,hard,hard,Kanojo mo Kanojo Season 2,"Girlfriend, Girlfriend Season 2",Fall 2023,Dramatic ni Koi Shitai,Hikari Codama,29,"89,04",,,,,Comedy; Ecchi; Romance; Slice of Life,Female Harem; Love Triangle; Heterosexual; Male Protagonist; Slapstick; Primarily Female Cast; Polyamorous; Parody
Karakuri Circus - Gekkou by BUMP OF CHICKEN,hard,hard,Karakuri Circus,Karakuri Circus,Fall 2018,Gekkou,BUMP OF CHICKEN,29,"86,64",,,,,Adventure; Mystery,Shounen; Circus; Conspiracy
Katanagatari - Meiya Kadenrou by Minami Kuribayashi,hard,hard,Katanagatari,Katanagatari,Winter 2010,Meiya Kadenrou,Minami Kuribayashi,29,"88,896",,,,,Action; Adventure; Romance,Swordplay; Martial Arts; Tragedy; Historical; Samurai; Travel; Revenge; Gore; Heterosexual; Male Protagonist
Keppeki Danshi! Aoyama-kun - White by Bentham,hard,hard,Keppeki Danshi! Aoyama-kun,Clean Freak! Aoyama-kun,Summer 2017,White,Bentham,29,"91,056",,,,,Comedy; Sports,Male Protagonist; Slapstick; Football
Kingdom - Pride by Nothing's Carved In Stone,hard,hard,Kingdom,Kingdom,Spring 2012,Pride,Nothing's Carved In Stone,29,"88,416",,,,,Action; Drama,War; CGI; Military; Historical; Foreign; Primarily Male Cast; Politics; Swordplay; Ancient China; Coming of Age; Royal Affairs
Kingdom - STACKiNG by BiSH,hard,hard,Kingdom,Kingdom,Spring 2020,STACKiNG,BiSH,29,"89,544",,,,,Action; Drama,War; CGI; Military; Historical; Foreign; Primarily Male Cast; Politics; Swordplay; Ancient China; Coming of Age; Royal Affairs
Kizuna no Allele - Perfect World!! by PathTLive,hard,hard,Kizuna no Allele,Kizuna no Allele,Fall 2023,Perfect World!!,PathTLive,29,"86,832",,,,,Music; Slice of Life,VTuber; Female Protagonist; Idol
Lapis ReLiGHTs - Watashi-tachi no STARTRAIL by Lapis ReLiGHTs Stars,hard,hard,Lapis Re:LiGHTs,Lapis Re:LiGHTs,Summer 2020,Watashi-tachi no STARTRAIL,Lapis Re:LiGHTs Stars,29,"89,424",,,,,Fantasy; Music,Primarily Female Cast; School; Magic; Cute Girls Doing Cute Things; Ojou-sama; Ensemble Cast; Female Protagonist
Love Live! Sunshine!! The School Idol Movie Over the Rainbow - Bokura no Hashittekita Michi wa... by Aqours,hard,hard,Love Live! Sunshine!! The School Idol Movie Over the Rainbow,Love Live! Sunshine!! The School Idol Movie Over the Rainbow,Winter 2019,Bokura no Hashittekita Michi wa...,Aqours,29,"321,984",,,,,Music; Slice of Life,Idol; Dancing; Primarily Female Cast; Rural; Coming of Age
Mahoutsukai Reimeiki - dawn of infinity by fripSide,hard,hard,Mahoutsukai Reimeiki,The Dawn of the Witch,Spring 2022,dawn of infinity,fripSide,29,"88,08",,,,,Action; Adventure; Comedy; Ecchi; Fantasy,Magic; Witch
Major - Kokoroe by TRIPLANE,hard,hard,Major,Major,Fall 2004,Kokoroe,TRIPLANE,29,"97,584",,,,,Comedy; Drama; Sports,Baseball; Shounen; Foreign; Primarily Male Cast; Male Protagonist
Märchen Mädchen - Watashi no Tame no Monogatari ~My Uncompleted Story~ by fhána,hard,hard,Märchen Mädchen,Maerchen Maedchen,Winter 2018,Watashi no Tame no Monogatari ~My Uncompleted Story~,fhána,29,"88,896",,,,,Fantasy,Magic; Female Protagonist; Isekai
"Meitantei Conan - Lie, Lie, Lie, by Maki Ohguro",hard,hard,Meitantei Conan,Detective Conan,Winter 1996,"Lie, Lie, Lie,",Maki Ohguro,29,"113,808",,,,,Adventure; Comedy; Mystery; Psychological,Detective; Tragedy; Crime; Espionage; Age Regression; Conspiracy; Police; Male Protagonist; Fugitive; Ensemble Cast; Episodic; Criminal Organization; Primarily Teen Cast; Heterosexual
Meitantei Conan - Nazo by La PomPon,hard,hard,Meitantei Conan,Detective Conan,Winter 1996,Nazo,La PomPon,29,"116,712",,,,,Adventure; Comedy; Mystery; Psychological,Detective; Tragedy; Crime; Espionage; Age Regression; Conspiracy; Police; Male Protagonist; Fugitive; Ensemble Cast; Episodic; Criminal Organization; Primarily Teen Cast; Heterosexual
Mob kara Hajimaru Tansaku Eiyuu-tan - Up Start by Amatsuki,hard,hard,Mob kara Hajimaru Tansaku Eiyuu-tan,A Nobody's Way Up to an Exploration Hero,Summer 2024,Up Start,Amatsuki,29,"89,679",,,,,Action; Fantasy,Dungeon
Nazo no Kanojo X - Koi no Orchestra by Ayako Yoshitani,hard,hard,Nazo no Kanojo X,Mysterious Girlfriend X,Spring 2012,Koi no Orchestra,Ayako Yoshitani,29,"88,728",,,,,Ecchi; Mystery; Romance,Coming of Age; School; Kuudere; Heterosexual; Seinen
Ojamajo Doremi # - Ojamajo wa Koko ni Iru by MAHO-dou,hard,hard,Ojamajo Doremi #,Ojamajo Doremi #,Winter 2000,Ojamajo wa Koko ni Iru,MAHO-dou,29,"87,696",,,,,Comedy; Drama; Fantasy; Mahou Shoujo; Slice of Life,Magic; Cute Girls Doing Cute Things; Witch; Primarily Child Cast; Family Life; Parenthood; Coming of Age; Episodic; School; Female Protagonist; Kids; Chibi; Primarily Female Cast
Orient - Break out by Da-iCE,hard,hard,Orient,Orient,Winter 2022,Break out,Da-iCE,29,"89,136",,,,,Action; Adventure; Comedy; Fantasy,Kaiju; Samurai; Shounen; Swordplay; Historical; Magic; Male Protagonist; Demons
Oroka na Tenshi wa Akuma to Odoru - Otowa by Taiyou to Odore Tsukiyo ni Utae,hard,hard,Oroka na Tenshi wa Akuma to Odoru,The Foolish Angel Dances with the Devil,Winter 2024,Otowa,Taiyou to Odore Tsukiyo ni Utae,29,"88,584",,,,,Comedy; Romance; Supernatural,Demons; Angels; Female Protagonist; Male Protagonist; Heterosexual
Persona 3 the Movie #1 Spring of Birth - Burn My Dread -Spring of Birth Ver.- by Yumi Kawamura,hard,hard,Persona 3 the Movie: #1 Spring of Birth,Persona 3 the Movie: #1 Spring of Birth,Fall 2013,Burn My Dread -Spring of Birth Ver.-,Yumi Kawamura,29,"193,656",,,,,Action; Adventure; Drama; Psychological; Sci-Fi; Supernatural,Male Protagonist; Gods; Cosmic Horror; Super Power; Urban Fantasy; Guns; Mythology; Robots; Demons; School
Pop Team Epic 2nd Season - Endless Love by Shouta Aoi,hard,hard,Pop Team Epic 2nd Season,Pop Team Epic Season 2,Fall 2022,Endless Love,Shouta Aoi,29,"90,744",,,,,Comedy,Surreal Comedy; Parody; Meta; Mixed Media
Saikyou no Shienshoku Wajutsushi de Aru Ore wa Sekai Saikyou Clan o Shitagaeru - Tactics by KOHTA YAMAMOTO feat. SAIKI,hard,hard,Saikyou no Shienshoku Wajutsushi de Aru Ore wa Sekai Saikyou Clan o Shitagaeru,The Most Notorious Talker Runs the World's Greatest Clan,Fall 2024,Tactics,KOHTA YAMAMOTO feat. SAIKI,29,"88,136",,,,,,
Saint Seiya Omega - Pegasus Fantasy ver.Ω by MAKE-UP feat. Shoko Nakagawa,hard,hard,Saint Seiya Omega,Saint Seiya Omega,Spring 2012,Pegasus Fantasy ver.Ω,MAKE-UP feat. Shoko Nakagawa,29,"100,368",,,,,Action; Adventure; Fantasy,Shounen; Male Protagonist; Ensemble Cast; Astronomy; Primarily Teen Cast; Foreign
Saki - bloooomin' by Little Non,hard,hard,Saki,Saki,Spring 2009,bloooomin',Little Non,29,"89,736",,,,,Slice of Life; Sports,Mahjong; Yuri; Primarily Female Cast; Seinen; Female Protagonist
Saki Zenkoku-hen - New SPARKS! by Miyuki Hashimoto,hard,hard,Saki Zenkoku-hen,Saki: The Nationals,Winter 2014,New SPARKS!,Miyuki Hashimoto,29,"89,016",,,,,Slice of Life; Sports,Mahjong
Sakura Quest - Lupinus by (K)NoW_NAMEAyaka Tachibana,hard,hard,Sakura Quest,Sakura Quest,Spring 2017,Lupinus,(K)NoW_NAME:Ayaka Tachibana,29,"87,288",,,,,Comedy; Slice of Life,Work; Rural; Female Protagonist; Primarily Adult Cast; Primarily Female Cast; Ensemble Cast
Samurai Flamenco - JUST ONE LIFE by SPYAIR,hard,hard,Samurai Flamenco,Samurai Flamenco,Fall 2013,JUST ONE LIFE,SPYAIR,29,"88,776",,,,,Action; Comedy,Superhero; Parody; Tokusatsu; Male Protagonist; Urban; Otaku Culture; Primarily Adult Cast
Sayonara Watashi no Cramer - AMBITIOUS GOAL by Aika Kobayashi,hard,hard,Sayonara Watashi no Cramer,"Farewell, My Dear Cramer",Spring 2021,AMBITIOUS GOAL,Aika Kobayashi,29,"88,008",,,,,Drama; Sports,Football; Shounen; Female Protagonist; Primarily Female Cast; Ensemble Cast; School Club
Seijo no Maryoku wa Bannou desu - Blessing by Aira Yuuki,hard,hard,Seijo no Maryoku wa Bannou desu,The Saint's Magic Power is Omnipotent,Spring 2021,Blessing,Aira Yuuki,29,"89,136",,,,,Fantasy; Romance; Slice of Life,Female Protagonist; Isekai; Magic; Shoujo; Iyashikei; Primarily Adult Cast
Seijo no Maryoku wa Bannou desu Season 2 - Semisweet Afternoon by Aira Yuuki,hard,hard,Seijo no Maryoku wa Bannou desu Season 2,The Saint's Magic Power is Omnipotent Season 2,Fall 2023,Semisweet Afternoon,Aira Yuuki,29,"88,176",,,,,Fantasy; Romance; Slice of Life,Isekai; Female Protagonist; Shoujo; Primarily Adult Cast; Iyashikei; Heterosexual
Seirei Gensouki - New story by Marika Kohno,hard,hard,Seirei Gensouki,Seirei Gensouki: Spirit Chronicles,Summer 2021,New story,Marika Kohno,29,"89,04",,,,,Action; Drama; Fantasy; Romance,Isekai; Male Protagonist; Magic; Reincarnation; Medieval; Time Skip
Shakunetsu Kabaddi - FIRE BIRD by Shunya Ohira,hard,hard,Shakunetsu Kabaddi,Burning Kabaddi,Spring 2021,FIRE BIRD,Shunya Ohira,29,"88,968",,,,,Action; Drama; Sports,School Club; Athletics; Primarily Male Cast; Male Protagonist; Shounen; Fitness; Primarily Teen Cast
"Shijou Saikyou no Daimaou, Murabito A ni Tensei Suru - Be My Friend!!! by Ayaka Ohashi",hard,hard,"Shijou Saikyou no Daimaou, Murabito A ni Tensei Suru",The Greatest Demon Lord is Reborn as a Typical Nobody,Spring 2022,Be My Friend!!!,Ayaka Ohashi,29,"85,944",,,,,Action; Ecchi; Fantasy; Romance,Magic; Reincarnation; Female Harem; Male Protagonist; Heterosexual
Shinmai Renkinjutsushi no Tenpo Keiei - Hajimaru Welcome by Aguri Oonishi,hard,hard,Shinmai Renkinjutsushi no Tenpo Keiei,Management of Novice Alchemist,Fall 2022,Hajimaru Welcome,Aguri Oonishi,29,"88,416",,,,,Fantasy; Slice of Life,Alchemy; Female Protagonist; Work; Magic; Rural; Primarily Female Cast; Cute Girls Doing Cute Things
Soredemo Sekai wa Utsukushii - BEAUTIFUL WORLD by Joanna Koike,hard,hard,Soredemo Sekai wa Utsukushii,The World Is Still Beautiful,Spring 2014,BEAUTIFUL WORLD,Joanna Koike,29,"69,048",,,,,Adventure; Fantasy; Romance,Female Protagonist; Shoujo; Super Power; Marriage; Age Gap
Soul Eater - Ai ga Hoshii yo by Shion Tsuji,hard,hard,Soul Eater,Soul Eater,Spring 2008,Ai ga Hoshii yo,Shion Tsuji,29,"88,944",,,,,Action; Adventure; Comedy; Fantasy; Supernatural,Super Power; Ensemble Cast; Shounen; Magic; School; Female Protagonist; Witch
Soul Eater - Counter Identity by UNISON SQUARE GARDEN,hard,hard,Soul Eater,Soul Eater,Spring 2008,Counter Identity,UNISON SQUARE GARDEN,29,"87,36",,,,,Action; Adventure; Comedy; Fantasy; Supernatural,Super Power; Ensemble Cast; Shounen; Magic; School; Female Protagonist; Witch
Strike Witches - STRIKE WITCHES ~Watashi ni Dekiru Koto~ by Yoko Ishida,hard,hard,Strike Witches,Strike Witches,Summer 2008,STRIKE WITCHES ~Watashi ni Dekiru Koto~,Yoko Ishida,29,"89,688",,,,,Action; Ecchi; Sci-Fi,Kemonomimi; Aviation; Female Protagonist; Magic; Military; Primarily Female Cast; Nudity; Cute Girls Doing Cute Things; War
Tamayura Hitotose - Okaerinasai by Maaya Sakamoto,hard,hard,Tamayura: Hitotose,Tamayura: Hitotose,Fall 2011,Okaerinasai,Maaya Sakamoto,29,"109,032",,,,,Comedy; Slice of Life,Iyashikei; Photography; Cute Girls Doing Cute Things; Coming of Age; Primarily Female Cast; Female Protagonist
Tenshi no 3P! - Habataki no Birthday by Baby's breath,hard,hard,Tenshi no 3P!,Angel's 3Piece!,Summer 2017,Habataki no Birthday,Baby's breath,29,"89,04",,,,,Music; Slice of Life,Primarily Child Cast; Band; Primarily Female Cast
Tiger  Bunny - Orion o Nazoru by UNISON SQUARE GARDEN,hard,hard,Tiger & Bunny,Tiger & Bunny,Spring 2011,Orion o Nazoru,UNISON SQUARE GARDEN,29,"88,44",,,,,Action; Comedy; Mecha; Mystery,Superhero; Super Power; Tokusatsu; Henshin; Revenge
Tiger  Bunny 2 - kaleido proud fiesta by UNISON SQUARE GARDEN,hard,hard,Tiger & Bunny 2,Tiger & Bunny 2,Spring 2022,kaleido proud fiesta,UNISON SQUARE GARDEN,29,"89,16",,,,,Action; Comedy; Drama,Superhero; Super Power; Crime; Ensemble Cast
Tokyo Magnitude 8.0 - Kimi no Uta by abingdon boys school,hard,hard,Tokyo Magnitude 8.0,Tokyo Magnitude 8.0,Summer 2009,Kimi no Uta,abingdon boys school,29,"79,536",,,,,Drama,Urban; Primarily Child Cast; Survival; Tragedy; Natural Disaster; Female Protagonist; Family Life; Coming of Age
Tokyo Ravens - ~Outgrow~ by Gero,hard,hard,Tokyo Ravens,Tokyo Ravens,Fall 2013,~Outgrow~,Gero,29,"90,096",,,,,Action; Comedy; Supernatural,Magic; School; Super Power; Exorcism
Touken Ranbu Hanamaru - Hanamaru◎Biyori! by Mitsuhiro IchikiToshiki Masuda,hard,hard,Touken Ranbu: Hanamaru,Touken Ranbu: Hanamaru,Fall 2016,Hanamaru◎Biyori!,Mitsuhiro Ichiki/Toshiki Masuda,29,"89,04",,,,,Action; Comedy; Drama; Fantasy; Slice of Life,Cute Boys Doing Cute Things; Primarily Male Cast; Historical; Samurai; Episodic; Swordplay
Tribe Nine - Strike It Out by MIYAVI,hard,hard,Tribe Nine,Tribe Nine,Winter 2022,Strike It Out,MIYAVI,29,"89,496",,,,,Action; Sci-Fi; Sports,Baseball; Cyberpunk; Primarily Teen Cast; Male Protagonist; Primarily Male Cast
Virtual-san wa Miteiru - Ai ga Tarinai by Virtual Real feat. Yasutaka Nakata,hard,hard,Virtual-san wa Miteiru,Virtualsan: Looking,Winter 2019,Ai ga Tarinai,Virtual Real feat. Yasutaka Nakata,29,"102,456",,,,,Comedy; Music,VTuber; Virtual World; Full CGI; Primarily Female Cast; Female Protagonist; Cute Girls Doing Cute Things; Episodic
Watashi ni Tenshi ga Maiorita! Precious Friends - Precious Friends! by Wataten☆5,hard,hard,Watashi ni Tenshi ga Maiorita! Precious Friends,Wataten!: An Angel Flew Down to Me Precious Friends,Fall 2022,Precious Friends!,Wataten☆5,29,"98,808",,,,,Comedy; Slice of Life,Cute Girls Doing Cute Things; Female Protagonist; Primarily Female Cast; Primarily Child Cast; Rural; Yuri; Cosplay
"World Dai Star - Wanna Be Star! by Manaka Iwami, Ikumi Hasegawa, Sally Amaki, Maria Naganawa, Naomi Oozora, Rico Sasaki",hard,hard,World Dai Star,Stella of the Theater: World Dai Star,Spring 2023,Wanna Be Star!,"Manaka Iwami, Ikumi Hasegawa, Sally Amaki, Maria Naganawa, Naomi Oozora, Rico Sasaki",29,"88,08",,,,,Music,Acting; Female Protagonist; Cute Girls Doing Cute Things; Primarily Female Cast; Musical Theater
Yama no Susume Next Summit - Omoi Nochi Hare by Yuka Iguchi  Kana Asumi,hard,hard,Yama no Susume Next Summit,Encouragement of Climb: Next Summit,Fall 2022,Omoi Nochi Hare,Yuka Iguchi & Kana Asumi,29,"89,04",,,,,Adventure; Comedy; Slice of Life,Outdoor Activities; School Club; Primarily Female Cast
Yojouhan Time Machine Blues - Demachiyanagi Parallel Universe by ASIAN KUNG-FU GENERATION,hard,hard,Yojouhan Time Machine Blues,Tatami Time Machine Blues,Summer 2022,Demachiyanagi Parallel Universe,ASIAN KUNG-FU GENERATION,29,"86,328",,,,,Comedy; Mystery; Psychological; Romance; Sci-Fi,Time Manipulation; Male Protagonist; Primarily Adult Cast
Yowamushi Pedal ReRoad - Remind by ROOKiEZ is PUNK'D,hard,hard,Yowamushi Pedal: Re:Road,Yowamushi Pedal: Re:Road,Spring 2015,Remind,ROOKiEZ is PUNK'D,29,"88,08",,,,,Drama; Sports,Cycling
Yuuki Yuuna wa Yuusha de Aru Washio Sumi no Shou - Sakiwafu Hana by Suzuko Mimori,hard,hard,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,Yuki Yuna is a Hero: Washio Sumi Chapter,Winter 2017,Sakiwafu Hana,Suzuko Mimori,29,"87,696",,,,,Action; Drama; Fantasy; Mahou Shoujo; Psychological; Slice of Life,Henshin; Tragedy; Magic; Female Protagonist; Primarily Female Cast; Archery; Swordplay; Spearplay
4-nin wa Sorezore Uso o Tsuku - Eclipse by NACHERRY,hard,hard,4-nin wa Sorezore Uso o Tsuku,The Little Lies We All Tell,Fall 2022,Eclipse,NACHERRY,28,"87,12",,,,,Comedy; Sci-Fi; Slice of Life; Supernatural,Surreal Comedy; Aliens; Cute Girls Doing Cute Things; Ensemble Cast; Female Protagonist; Ninja; Super Power; Primarily Teen Cast; Episodic; Crossdressing; Primarily Female Cast; Memory Manipulation; Shounen
Ahiru no Sora - Humming Bird by BLUE ENCOUNT,hard,hard,Ahiru no Sora,Ahiru no Sora,Fall 2019,Humming Bird,BLUE ENCOUNT,28,"88,968",,,,,Drama; Sports,Basketball; School Club; Primarily Male Cast; Male Protagonist; Tragedy; School; Shounen
AI no Idenshi - No Frontier by Aile The Shota,hard,hard,AI no Idenshi,The Gene of AI,Summer 2023,No Frontier,Aile The Shota,28,"89,136",,,,,Drama; Psychological; Sci-Fi,Urban; Medicine; Artificial Intelligence; Episodic; Philosophy; Cyborg; Primarily Adult Cast
Ao no Exorcist - Trailblazer by Nobuhiko Okamoto,hard,hard,Ao no Exorcist,Blue Exorcist,Spring 2011,Trailblazer,Nobuhiko Okamoto,28,"88,896",,,,,Action; Fantasy; Supernatural,Demons; Super Power; Shounen; Youkai; Exorcism; Male Protagonist; Twins; Religion
Ars no Kyojuu - Hengenjizai by PENGUIN RESEARCH,hard,hard,Ars no Kyojuu,Giant Beasts of Ars,Winter 2023,Hengenjizai,PENGUIN RESEARCH,28,"88,128",,,,,Fantasy,Fugitive
Baki - BEASTFUL by GRANRODEO,hard,hard,Baki,Baki,Summer 2018,BEASTFUL,GRANRODEO,28,"87,615",,,,,Action; Sports,Martial Arts; Fugitive; Male Protagonist; Primarily Male Cast; Primarily Adult Cast; Shounen; Gore; Delinquents; Revenge
Blue Reflection Ray - DiViNE by EXiNA,hard,hard,Blue Reflection Ray,Blue Reflection Ray,Spring 2021,DiViNE,EXiNA,28,"87,552",,,,,Drama; Fantasy; Mahou Shoujo; Psychological,Primarily Female Cast; Female Protagonist; Tragedy; Time Manipulation; Memory Manipulation; Primarily Teen Cast
Bokura no Ameiro Protocol - S9aiR by SennaRin,hard,hard,Bokura no Ameiro Protocol,Protocol: Rain,Fall 2023,S9aiR,SennaRin,28,"90,048",,,,,Drama,E-Sports; Video Games; Otaku Culture
Boogiepop wa Warawanai - Yuudachi by Shikao Suga,hard,hard,Boogiepop wa Warawanai,Boogiepop Phantom,Winter 2000,Yuudachi,Shikao Suga,28,"88,451",,,,,Horror; Mystery; Psychological,Urban Fantasy; Denpa; Philosophy; Achronological Order; Crime; Super Power; Conspiracy; Dissociative Identities
Cardfight!! Vanguard G - BREAK IT by Mamoru Miyano,hard,hard,Cardfight!! Vanguard G,Cardfight!! Vanguard G,Fall 2014,BREAK IT,Mamoru Miyano,28,"89,28",,,,,Action; Adventure; Fantasy,Card Battle; Male Protagonist
Chain Chronicle Haecceitas no Hikari - MY LIBERATION by nano,hard,hard,Chain Chronicle: Haecceitas no Hikari,Chain Chronicle: The Light of Haecceitas,Winter 2017,MY LIBERATION,nano,28,"89,256",,,,,Action; Adventure; Fantasy,
City Hunter 3 - RUNNING TO HORIZON by Tetsuya Komuro,hard,hard,City Hunter 3,City Hunter 3,Fall 1989,RUNNING TO HORIZON,Tetsuya Komuro,28,"88,555",,,,,Comedy; Mystery,Episodic; Police; Slapstick; Crime; Primarily Adult Cast; Urban
Cue! - Start Line by AiRBLUE,hard,hard,Cue!,Cue!,Winter 2022,Start Line,AiRBLUE,28,"89,208",,,,,Music,Acting; Primarily Female Cast; Work; Cute Girls Doing Cute Things; Female Protagonist; Ensemble Cast
Dance in the Vampire Bund - Friends by Aiko Nakano,hard,hard,Dance in the Vampire Bund,Dance in the Vampire Bund,Winter 2010,Friends,Aiko Nakano,28,"88,656",,,,,Action; Ecchi; Romance; Supernatural,Vampire; Urban Fantasy; Amnesia; Werewolf; Cohabitation; Heterosexual; Nudity
Digimon Savers - Gouing! Going! My Soul!! by Dynamite SHU,hard,hard,Digimon Savers,Digimon: Data Squad,Spring 2006,Gouing! Going! My Soul!!,Dynamite SHU,28,"59,64",,,,,Action; Adventure; Comedy; Drama; Fantasy; Sci-Fi,Male Protagonist; Artificial Intelligence
Dog Days'' - No Limit by Nana Mizuki,hard,hard,Dog Days'',Dog Days'',Winter 2015,No Limit,Nana Mizuki,28,"89,424",,,,,Action; Adventure; Fantasy,Magic; Kemonomimi; Female Harem; Battle Royale; Isekai; Demons
Etotama - Retry☆Rendezvous by Rie Murakawa,hard,hard,Etotama,Etotama,Spring 2015,Retry☆Rendezvous,Rie Murakawa,28,"89,088",,,,,Action; Comedy; Fantasy,Battle Royale; Shounen; Meta
Fairy Tail - Eternal Fellows by Tetsuya Kakihara,hard,hard,Fairy Tail,Fairy Tail,Spring 2011,Eternal Fellows,Tetsuya Kakihara,28,"84,552",,,,,Action; Adventure; Comedy; Fantasy,Magic; Shounen; Fairy Tale; Found Family; Ensemble Cast; Male Protagonist; Anthropomorphism; Large Breasts; Dragons
Gal to Kyouryuu - Kyouryuu Agemizawa☆ by Kyouryuu Friends,hard,hard,Gal to Kyouryuu,Gal & Dino,Spring 2020,Kyouryuu Agemizawa☆,Kyouryuu Friends,28,"90,936",,,,,Comedy; Slice of Life,Dinosaurs; Surreal Comedy; Gyaru
Giant Killing - My story ~Mada Minu Ashita e~ by THE CHERRY COKE,hard,hard,Giant Killing,Giant Killing,Spring 2010,My story ~Mada Minu Ashita e~,THE CHERRY COKE$,28,"90,89",,,,,Adventure,Vocal Synth
Gintama' - Dilemma by ecosystem,hard,hard,Gintama',Gintama',Spring 2011,Dilemma,ecosystem,28,"98,04",,,,,Action; Comedy; Drama; Sci-Fi,Parody; Swordplay; Found Family; Slapstick; Samurai; Ensemble Cast; Male Protagonist; Meta
Green Green - Green Green by NANA,hard,hard,Green Green,Green Green,Fall 2002,Green Green,NANA,28,"80,184",,,,,Comedy; Ecchi; Romance,School
Grisaia Phantom Trigger the Animation - Gensou no Rondo by Maon Kurosaki,hard,hard,Grisaia: Phantom Trigger the Animation,Grisaia: Phantom Trigger the Animation,Winter 2019,Gensou no Rondo,Maon Kurosaki,28,"87,816",,,,,Action,Female Protagonist
Gunslinger Girl Il Teatrino - Tatta Hitotsu no Omoi by KOKIA,hard,hard,Gunslinger Girl: Il Teatrino,Gunslinger Girl: Il Teatrino,Winter 2008,Tatta Hitotsu no Omoi,KOKIA,28,"88,176",,,,,Action; Drama; Sci-Fi,Guns
"Gyakuten Saiban Sono Shinjitsu, Igi Ari! - Gyakuten Winner by Johnny's WEST",hard,hard,"Gyakuten Saiban: Sono Shinjitsu, Igi Ari!",Ace Attorney,Spring 2016,Gyakuten Winner,Johnny's WEST,28,"89,04",,,,,Comedy; Drama; Mystery; Supernatural,Crime; Primarily Adult Cast; Work; Police; Slapstick; Male Protagonist
Hatena Illusion - Magic Words by Liyuu,hard,hard,Hatena Illusion,Hatena Illusion,Winter 2020,Magic Words,Liyuu,28,"89,784",,,,,Comedy; Romance; Supernatural,Magic; Heterosexual; Butler; Tsundere; Urban Fantasy
Hello!! Kin-iro Mosaic - Yume-iro Parade by Rhodanthe,hard,hard,Hello!! Kin-iro Mosaic,Hello!! KINMOZA!,Spring 2015,Yume-iro Parade,Rhodanthe*,28,"88,872",,,,,Comedy; Slice of Life,Cute Girls Doing Cute Things; School; Primarily Female Cast; Primarily Teen Cast
IDOLiSH7 Third Beat! - THE POLiCY by IDOLiSH7,hard,hard,IDOLiSH7 Third Beat!,IDOLiSH7 Third Beat!,Summer 2021,THE POLiCY,IDOLiSH7,28,"94,128",,,,,Drama; Music; Psychological,Idol; Found Family; Tragedy
Infinite Dendrogram - Unbreakable by Aoi Yuuki,hard,hard,Infinite Dendrogram,Infinite Dendrogram,Winter 2020,Unbreakable,Aoi Yuuki,28,"88,032",,,,,Action; Adventure; Fantasy,Virtual World; Isekai; Video Games; Artificial Intelligence; Male Protagonist
InuYasha Kanketsu-hen - Kimi ga Inai Mirai by Do As Infinity,hard,hard,InuYasha: Kanketsu-hen,InuYasha: The Final Act,Fall 2009,Kimi ga Inai Mirai,Do As Infinity,28,"93,816",,,,,Action; Adventure; Comedy; Fantasy; Romance,Historical; Youkai; Demons; Swordplay; Female Protagonist; Time Manipulation
Kageki Shoujo!! - Hoshi no Orchestra by saji,hard,hard,Kageki Shoujo!!,Kageki Shoujo!!,Summer 2021,Hoshi no Orchestra,saji,28,"89,208",,,,,Drama; Slice of Life,Acting; Primarily Female Cast; Female Protagonist; School; Ensemble Cast; Coming of Age; Shoujo
Kaiketsu Zorro - ZORRO by Masaaki Endoh,hard,hard,Kaiketsu Zorro,The Legend of Zorro,Spring 1996,ZORRO,Masaaki Endoh,28,"88,488",,,,,Adventure,Historical
Kamonohashi Ron no Kindan Suiri - Feedback o Narashite by Humbreaders,hard,hard,Kamonohashi Ron no Kindan Suiri,Ron Kamonohashi's Forbidden Deductions,Fall 2024,Feedback o Narashite,Humbreaders,28,"88,136",,,,,Drama; Mystery,Detective; Crime; Male Protagonist; Primarily Adult Cast; Police; Work
Kämpfer - Unreal♥Paradise by Minami Kuribayashi,hard,hard,Kämpfer,Kämpfer,Fall 2009,Unreal♥Paradise,Minami Kuribayashi,28,"89,051",,,,,Action; Comedy; Ecchi; Romance,Henshin; Gender Bending; School; Meta; Musical Theater; Urban Fantasy; Female Harem
Karakuri Circus - Haguruma by KANA-BOON,hard,hard,Karakuri Circus,Karakuri Circus,Fall 2018,Haguruma,KANA-BOON,28,"87,624",,,,,Adventure; Mystery,Shounen; Circus; Conspiracy
"Kekkon Suru tte, Hontou desu ka - Kirakira by HoneyWorks feat. HaKoniwalily",hard,hard,"Kekkon Suru tte, Hontou desu ka",365 Days to the Wedding,Fall 2024,Kirakira,HoneyWorks feat. HaKoniwalily,28,"88,974",,,,,Romance; Slice of Life,Fake Relationship; Marriage; Heterosexual; Kuudere; Seinen; Work; Primarily Adult Cast; Office Lady
Kokoro Connect - Kimochi Signal by Sayuri Horishita,hard,hard,Kokoro Connect,Kokoro Connect,Summer 2012,Kimochi Signal,Sayuri Horishita,28,"89,025",,,,,Drama; Romance; Slice of Life; Supernatural,School; Coming of Age; Body Swapping; School Club; Urban Fantasy; Love Triangle; Primarily Female Cast
