FileName,difficulty,diff,JPName,ENName,Vintage,SongName,Artist,Difficulty,Length,easy,med,hard,very hard,Genres,Tags
Wandance - Stare In Wonder by BE FIRST [amq-80872].webm,medium,medium,Wandance,Wandance,Fall 2025,Stare In Wonder,BE:FIRST,45,"85,933",,,,,,
A Wild Last Boss Appeared! - Level o Agete Butsuri de Naguru by KISIDA KYODAN & THE AKEBOSI ROCKETS [amq-80821].webm,easy,easy,Yasei no Last Boss ga Arawareta!,A Wild Last Boss Appeared!,Fall 2025,Level o Agete Butsuri de Naguru,KISIDA KYODAN & THE AKEBOSI ROCKETS,37,"89,476",,,,,,
May I Ask for One Final Thing - Senjou no Hana by CHiCO with HoneyWorks [amq-80802].webm,medium,medium,Saigo ni Hitotsu dake Onegai Shite mo Yoroshii Deshou ka,May I Ask for One Final Thing?,Fall 2025,Senjou no Hana,CHiCO with HoneyWorks,43,"89,336",,,,,,
"Pass the Monster Meat, Milady! - Sugary Story by AVAM [amq-80781].webm",easy,easy,Akujiki Reijou to Kyouketsu Koushaku,"Pass the Monster Meat, Milady!",Fall 2025,Sugary Story,AVAM,22,"87,755",,,,,,
This Monster Wants to Eat Me - nie by Yoshino [amq-80778].webm,medium,medium,"Watashi o Tabetai, Hitodenashi",This Monster Wants to Eat Me,Fall 2025,nie,Yoshino,43,"88,007",,,,,,
Shabake - Inochi no Parade by Kujira [amq-80794].webm,easy,easy,Shabake,Shabake,Fall 2025,Inochi no Parade,Kujira,30,"87,516",,,,,,
My Awkward Senpai - Bukiyou na I love you by angela [amq-80782].webm,easy,easy,Bukiyou na Senpai.,My Awkward Senpai,Fall 2025,Bukiyou na I love you,angela,38,"89,304",,,,,,
Ranma 1 2 - Wo Ai Ni by Wednesday Campanella [amq-80823].webm,medium,medium,Ranma 1/2,Ranma 1/2,Fall 2025,Wo Ai Ni,Wednesday Campanella,47,"88,812",,,,,,
Alma-chan Wants to Have a Family! - Dramatic Overlay by ZAQ [amq-80844].webm,easy,easy,Alma-chan wa Kazoku ni Naritai,Alma-chan Wants to Have a Family!,Fall 2025,Dramatic Overlay,ZAQ,37,"88,136",,,,,,
A Star Brighter Than the Sun - Stellar Days by Motohiro Hata [amq-80882].webm,easy,easy,Taiyou yori mo Mabushii Hoshi,A Star Brighter Than the Sun,Fall 2025,Stellar Days,Motohiro Hata,27,"89,813",,,,,,
Kagaku×Bouken Survival! - Nebaneba by MORISAKI WIN [amq-78776].webm,easy,easy,Kagaku×Bouken Survival!,Kagaku×Bouken Survival!,Fall 2025,Nebaneba,MORISAKI WIN,21,"89,721",,,,,,
Ninja vs. Gokudo - Sweet Disaster by MIYAVI [amq-80869].webm,easy,easy,Ninja to Gokudou,Ninja vs. Gokudo,Fall 2025,Sweet Disaster,MIYAVI,26,"88,645",,,,,,
Touring After the Apocalypse - Touring by Conton Candy [amq-80925].webm,easy,easy,Shuumatsu Touring,Touring After the Apocalypse,Fall 2025,Touring,Conton Candy,26,"89,395",,,,,,
Tojima Wants to Be a Kamen Rider - Wanna be by TeddyLoid feat. Shigeru Matsuzaki & TOPHAMHAT-KYO [amq-80929].webm,easy,easy,Toujima Tanzaburou wa Kamen Rider ni Naritai,Tojima Wants to Be a Kamen Rider,Fall 2025,Wanna be,TeddyLoid feat. Shigeru Matsuzaki & TOPHAMHAT-KYO,30,"89,436",,,,,,
A Gatherer's Adventure in Isekai - Prologue by Nornis [amq-80766].webm,easy,easy,Sozai Saishuka no Isekai Ryokouki,A Gatherer's Adventure in Isekai,Fall 2025,Prologue,Nornis,28,"89,638",,,,,,
Style of Hiroshi Nohara's Lunch - Gohan Tabeyo by Mega Shinnosuke [amq-80796].webm,easy,easy,Nohara Hiroshi: Hirumeshi no Ryuugi,Style of Hiroshi Nohara's Lunch,Fall 2025,Gohan Tabeyo,Mega Shinnosuke,29,"89,997",,,,,,
Inexpressive Kashiwada and Expressive Oota - Hyakumensou by Hashimero [amq-80819].webm,easy,easy,Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun,Inexpressive Kashiwada and Expressive Oota,Fall 2025,Hyakumensou,Hashimero,26,"89,435",,,,,,
Digimon Beatbreak - Mad Pulse by MADKID [amq-80843].webm,easy,easy,Digimon Beatbreak,Digimon Beatbreak,Fall 2025,Mad Pulse,MADKID,31,"103,535",,,,,,
The Banished Court Magician Aims to Become the Strongest - Quest by Kiro Akiyama [amq-80818].webm,easy,easy,"Mikata ga Yowasugite Hojo Mahou ni Tesshiteita Kyuutei Mahoushi, Tsuihou sarete Saikyou wo Mezashimasu",The Banished Court Magician Aims to Become the Strongest,Fall 2025,Quest,Kiro Akiyama,22,"89,506",,,,,,
Uma Musume Cinderella Gray - Spurt Syndromer by 10-FEET [amq-80838].webm,medium,medium,Uma Musume: Cinderella Gray,Uma Musume: Cinderella Gray,Fall 2025,Spurt Syndromer,10-FEET,46,"88,515",,,,,,
SI-VIS The Sound of Heroes - So Far Away by SI-VIS [amq-80934].webm,easy,easy,SI-VIS: The Sound of Heroes,SI-VIS: The Sound of Heroes,Fall 2025,So Far Away,SI-VIS,36,"88,975",,,,,,
SI-VIS The Sound of Heroes - Supernova by SI-VIS [amq-81561].webm,easy,easy,SI-VIS: The Sound of Heroes,SI-VIS: The Sound of Heroes,Fall 2025,Supernova,SI-VIS,36,"86,642",,,,,,
I Saved Myself with a Potion! Life in Another World - Koi no Magic Potion by TRiDENT [amq-80788].webm,easy,easy,"Potion, Wagami o Tasukeru",I Saved Myself with a Potion!: Life in Another World,Fall 2025,Koi no Magic Potion,TRiDENT,29,"89,571",,,,,,
One Punch Man - Get No Satisfied ! by JAM Project feat.BABYMETAL [amq-80963].webm,hard,hard,One Punch Man,One Punch Man,Fall 2025,Get No Satisfied !,JAM Project feat.BABYMETAL,61,"89,352",,,,,,
Spy × Family - Hi o Mamoru by Spitz [amq-80926].webm,medium,medium,Spy × Family,Spy × Family,Fall 2025,Hi o Mamoru,Spitz,47,"89,095",,,,,,
My Hero Academia - THE REVO by Porno Graffitti [amq-80922].webm,medium,medium,Boku no Hero Academia,My Hero Academia,Fall 2025,THE REVO,Porno Graffitti,53,"87,227",,,,,,
"Backstabbed in a Backwater Dungeon - Hira yori Rai ya, Sarari ya Takaki by Tei [amq-80905].webm",easy,easy,"Shinjiteita Nakama-tachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakama-tachi o Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!",Backstabbed in a Backwater Dungeon,Fall 2025,"Hira yori Rai ya, Sarari ya Takaki",Tei,31,"88,352",,,,,,
Let This Grieving Soul Retire - Algorithm by Kiyono Yasuno [amq-80951].webm,easy,easy,Nageki no Bourei wa Intai Shitai,Let This Grieving Soul Retire,Fall 2025,Algorithm,Kiyono Yasuno,27,"139,279",,,,,,
Li'l Miss Vampire Can't Suck Right - Seishun no Silhouette by H△G [amq-80964].webm,easy,easy,Chanto Suenai Kyuuketsuki-chan,Li'l Miss Vampire Can't Suck Right,Fall 2025,Seishun no Silhouette,H△G,22,"89,387",,,,,,
Hands Off Sawaranaide Kotesashi-kun! - U.K.U by UtaGe! [amq-80966].webm,easy,easy,Sawaranaide Kotesashi-kun,Hands Off: Sawaranaide Kotesashi-kun!,Fall 2025,U.K.U,UtaGe!,25,"58,975",,,,,,
Dusk Beyond The End of The World - Platform by Uru [amq-80907].webm,easy,easy,Towa no Yuugure,Dusk Beyond The End of The World,Fall 2025,Platform,Uru,36,"89,137",,,,,,
Dusk Beyond The End of The World - Ai by Uru [amq-81414].webm,easy,easy,Towa no Yuugure,Dusk Beyond The End of The World,Fall 2025,Ai,Uru,34,"95,330",,,,,,
Gintama Mr.Ginpachi's Zany Class - Sakurakaze by BotchiBoromaru [amq-80982].webm,easy,easy,3-nen Z-gumi Ginpachi-sensei,Gintama: Mr.Ginpachi's Zany Class,Fall 2025,Sakurakaze,BotchiBoromaru,33,"89,679",,,,,,
Chitose Is in the Ramune Bottle - Liar by Kucci [amq-80994].webm,easy,easy,Chitose-kun wa Ramune Bin no Naka,Chitose Is in the Ramune Bottle,Fall 2025,Liar,Kucci,33,"89,479",,,,,,
"Gnosia - Bake no Kawa by MAISONdes feat. Kobo Kanaeru, Kasane Teto, Giga & TeddyLoid [amq-81011].webm",medium,medium,Gnosia,Gnosia,Fall 2025,Bake no Kawa,"MAISONdes feat. Kobo Kanaeru, Kasane Teto, Giga & TeddyLoid",44,"89,187",,,,,,
Gnosia - call of ender (Anime Ver.) by Kaon Kokudo [amq-81981].webm,easy,easy,Gnosia,Gnosia,Fall 2025,call of ender (Anime Ver.),Kaon Kokudo,31,"87,435",,,,,,
"With You, Our Love Will Make it Through - Kusuguttai. by CHiCO with HoneyWorks [amq-80991].webm",easy,easy,Kimi to Koete Koi ni Naru,"With You, Our Love Will Make it Through",Fall 2025,Kusuguttai.,CHiCO with HoneyWorks,24,"88,428",,,,,,
My Status as an Assassin Obviously Exceeds the Hero's - Issen by VESPERBELL [amq-80985].webm,easy,easy,Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,My Status as an Assassin Obviously Exceeds the Hero's,Fall 2025,Issen,VESPERBELL,32,"89,062",,,,,,
"Kingdom - Ikite, Sansan by Ikimono-gakari [amq-81014].webm",medium,medium,Kingdom,Kingdom,Fall 2025,"Ikite, Sansan",Ikimono-gakari,41,"87,844",,,,,,
"Isekai Quartet 3 - Isekai Concerto by Satoshi Hino, Jun Fukushima, Yuusuke Kobayashi, Aoi Yuuki [amq-80986].webm",hard,hard,Isekai Quartet 3,Isekai Quartet 3,Fall 2025,Isekai Concerto,"Satoshi Hino, Jun Fukushima, Yuusuke Kobayashi, Aoi Yuuki",70,"89,137",,,,,,
Strike World Deadverse Reloaded the Anime - Monster by Da-iCE [amq-81142].webm,easy,easy,Monster Strike: Deadverse Reloaded,Strike World: Deadverse Reloaded the Anime,Fall 2025,Monster,Da-iCE,23,"89,145",,,,,,
The Fated Magical Princess Who Made Me a Princess - Ii yo by Daoko [amq-81069].webm,medium,medium,"Aru Hi, Ohime-sama ni Natte shimatta Ken ni Tsuite",The Fated Magical Princess: Who Made Me a Princess,Fall 2025,Ii yo,Daoko,41,"89,632",,,,,,
Hasan Fugou The Richest Man in the Game - Empty Heart by Ireisu [amq-81085].webm,easy,easy,Hasan Fugou: The Richest Man in the Game,Hasan Fugou: The Richest Man in the Game,Fall 2025,Empty Heart,Ireisu,37,"89,104",,,,,,
Dragon Raja II The Mourner's Eyes - WE ARE MADE by Shiro SAGISU featuring Hazel Fernandes [amq-81131].webm,medium,medium,Ryuzoku II: The Mourner's Eyes,Dragon Raja II: The Mourner's Eyes,Fall 2025,WE ARE MADE,Shiro SAGISU featuring Hazel Fernandes,43,"90,434",,,,,,
Blue Miburo Season 2 - Blue Noise by Ryosuke Yamada [amq-81471].webm,easy,easy,Ao no Miburo: Serizawa Ansatsu-hen,Blue Miburo Season 2,Fall 2025,Blue Noise,Ryosuke Yamada,22,"89,555",,,,,,
Sylvanian Families Freya no Wonder Days - EVERY HAPPINESS by Yuichi Masa Nonaka [amq-71625].webm,easy,easy,Sylvanian Families: Freya no Wonder Days,Sylvanian Families: Freya no Wonder Days,Fall 2025,EVERY HAPPINESS,"Yuichi ""Masa"" Nonaka",30,"37,509",,,,,,
Hell's Paradise - Kasukana Hana by Tatsuya Kitani feat. BABYMETAL [amq-81698].webm,medium,medium,Jigokuraku,Hell's Paradise,Winter 2026,Kasukana Hana,Tatsuya Kitani feat. BABYMETAL,51,"88,803",,,,,,
Fate strange Fake - BELONG by SawanoHiroyuki[nZk] Yosh [amq-81910].webm,easy,easy,Fate/strange Fake,Fate/strange Fake,Winter 2026,BELONG,SawanoHiroyuki[nZk]:Yosh,21,"41,128",,,,,,
Fate strange Fake - PROVANT by SawanoHiroyuki[nZk] Jean-Ken Johnny & TAKUMA [amq-81671].webm,medium,medium,Fate/strange Fake,Fate/strange Fake,Winter 2026,PROVANT,SawanoHiroyuki[nZk]:Jean-Ken Johnny & TAKUMA,56,"89,137",,,,,,
Sentenced to Be a Hero - Kill the Noise by SPYAIR [amq-81736].webm,medium,medium,Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku,Sentenced to Be a Hero,Winter 2026,Kill the Noise,SPYAIR,42,"87,336",,,,,,
Sentenced to Be a Hero - Mureed Yousai by EUREKA REPUBLIC & Utabito Zanmai Samady [amq-82684].webm,easy,easy,Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku,Sentenced to Be a Hero,Winter 2026,Mureed Yousai,EUREKA REPUBLIC & Utabito Zanmai Samady,21,"92,655",,,,,,
Sentenced to Be a Hero - Kouwan Toshi Ioff by KOCHO [amq-82685].webm,easy,easy,Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku,Sentenced to Be a Hero,Winter 2026,Kouwan Toshi Ioff,KOCHO,18,"132,903",,,,,,
Sentenced to Be a Hero - Sodrick Gaiku by KOCHO [amq-82686].webm,easy,easy,Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku,Sentenced to Be a Hero,Winter 2026,Sodrick Gaiku,KOCHO,25,"102,623",,,,,,
Jujutsu Kaisen Season 3 - AIZO by King Gnu [amq-81660].webm,hard,hard,Jujutsu Kaisen: Shimetsu Kaiyuu - Zenpen,Jujutsu Kaisen Season 3,Winter 2026,AIZO,King Gnu,63,"89,437",,,,,,
"Chained Soldier 2 - Hikari yo, Boku ni. by Akari Kito [amq-81655].webm",medium,medium,Mato Seihei no Slave 2,Chained Soldier 2,Winter 2026,"Hikari yo, Boku ni.",Akari Kito,50,"89,771",,,,,,
"'Tis Time for Torture, Princess - Sunday Morning by ILLIT [amq-81715].webm",medium,medium,"Hime-sama, ""Goumon"" no Jikan desu","'Tis Time for ""Torture,"" Princess",Winter 2026,Sunday Morning,ILLIT,42,"89,590",,,,,,
Journal with Witch - Sonare by TOMOO [amq-81571].webm,medium,medium,Ikoku Nikki,Journal with Witch,Winter 2026,Sonare,TOMOO,48,"88,769",,,,,,
Hana-Kimi - Adrena by YOASOBI [amq-81572].webm,medium,medium,Hanazakari no Kimi-tachi e,Hana-Kimi,Winter 2026,Adrena,YOASOBI,44,"88,811",,,,,,
The Darwin Incident - Make Me Wonder by Official HIGE DANdism [amq-81596].webm,medium,medium,Darwin Jihen,The Darwin Incident,Winter 2026,Make Me Wonder,Official HIGE DANdism,40,"89,262",,,,,,
Tamon's B-Side - F ACE OFF by F ACE [amq-81556].webm,medium,medium,Tamon-kun Ima Docchi!?,Tamon's B-Side,Winter 2026,F/ACE OFF,F/ACE,41,"49,814",,,,,,
Tamon's B-Side - Sweet Magic by F ACE [amq-81637].webm,medium,medium,Tamon-kun Ima Docchi!?,Tamon's B-Side,Winter 2026,Sweet Magic,F/ACE,44,"88,762",,,,,,
Trigun Stargaze - Picaresque Hero by ano [amq-81679].webm,easy,easy,Trigun Stargaze,Trigun Stargaze,Winter 2026,Picaresque Hero,ano,33,"89,061",,,,,,
Fire Force Season 3 - Ignis by Takanori Nishikawa [amq-81780].webm,medium,medium,Enen no Shouboutai: San no Shou,Fire Force Season 3,Winter 2026,Ignis,Takanori Nishikawa,51,"89,678",,,,,,
SHIBOYUGI Playing Death Games to Put Food on the Table - ¬Ersterbend by LIN (MADKID) [amq-81643].webm,medium,medium,Shibou Yuugi de Meshi o Kuu.,SHIBOYUGI: Playing Death Games to Put Food on the Table,Winter 2026,¬Ersterbend,LIN (MADKID),45,"88,595",,,,,,
Dark Moon The Blood Altar - One In A Billion (Japanese Ver.) by ENHYPEN [amq-81666].webm,medium,medium,Dark Moon: Tsuki no Saidan,Dark Moon: The Blood Altar,Winter 2026,One In A Billion (Japanese Ver.),ENHYPEN,45,"88,854",,,,,,
Frieren Beyond Journey's End - lulu. by Mrs. GREEN APPLE [amq-81775].webm,medium,medium,Sousou no Frieren,Frieren: Beyond Journey's End,Winter 2026,lulu.,Mrs. GREEN APPLE,51,"89,312",,,,,,
[Oshi no Ko] - B no Revenge by B-Komachi [amq-81727].webm,hard,hard,"""Oshi no Ko""",[Oshi no Ko],Winter 2026,B no Revenge,B-Komachi,63,"88,309",,,,,,
[Oshi no Ko] - TEST ME by CHANMINA [amq-81805].webm,hard,hard,"""Oshi no Ko""",[Oshi no Ko],Winter 2026,TEST ME,CHANMINA,64,"89,521",,,,,,
A Gentle Noble's Vacation Recommendation - Gypso by Hikaru Makishima [amq-81640].webm,easy,easy,Odayaka Kizoku no Kyuuka no Susume,A Gentle Noble's Vacation Recommendation,Winter 2026,Gypso,Hikaru Makishima,19,"88,555",,,,,,
The Holy Grail of Eris - Happy Ever After by Reina Washio feat. YU-KA [amq-81734].webm,easy,easy,Eris no Seihai,The Holy Grail of Eris,Winter 2026,Happy Ever After,Reina Washio feat. YU-KA,33,"89,679",,,,,,
Kaya-chan Isn't Scary - Maboroshi no Yukue by Isekaijoucho [amq-81691].webm,easy,easy,Kaya-chan wa Kowakunai,Kaya-chan Isn't Scary,Winter 2026,Maboroshi no Yukue,Isekaijoucho,29,"89,248",,,,,,
Isekai Office Worker The Other World's Books Depend on the Bean Counter - Magic by kobore [amq-81598].webm,easy,easy,Isekai no Sata wa Shachiku Shidai,Isekai Office Worker: The Other World's Books Depend on the Bean Counter,Winter 2026,Magic,kobore,32,"89,636",,,,,,
The Case Book of Arne - Q.E.D. by Sou [amq-81602].webm,easy,easy,Arne no Jikenbo,The Case Book of Arne,Winter 2026,Q.E.D.,Sou,32,"88,228",,,,,,
You and I Are Polar Opposites - Megane o Hazushite by noa [amq-81689].webm,medium,medium,Seihantai na Kimi to Boku,You and I Are Polar Opposites,Winter 2026,Megane o Hazushite,noa,48,"89,248",,,,,,
The Invisible Man and His Soon-to-Be Wife - Ding-dong by Mao Abe [amq-81770].webm,medium,medium,Toumei Otoko to Ningen Onna: Sonouchi Fuufu ni Naru Futari,The Invisible Man and His Soon-to-Be Wife,Winter 2026,Ding-dong,Mao Abe,44,"87,519",,,,,,
Hell Mode The Hardcore Gamer Dominates in Another World with Garbage Balancing - Haku by Atarayo [amq-81781].webm,easy,easy,Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,Hell Mode: The Hardcore Gamer Dominates in Another World with Garbage Balancing,Winter 2026,Haku,Atarayo,26,"89,896",,,,,,
Champignon Witch - Mahoutsukai no Nikki by ROSU [amq-81661].webm,easy,easy,Champignon no Majo,Champignon Witch,Winter 2026,Mahoutsukai no Nikki,ROSU,36,"88,845",,,,,,
MF Ghost 3rd Season - TIMELESS POWER by Yu Serizawa feat. MOTSU [amq-81555].webm,medium,medium,MF Ghost 3rd Season,MF Ghost 3rd Season,Winter 2026,TIMELESS POWER,Yu Serizawa feat. MOTSU,50,"89,137",,,,,,
"Noble Reincarnation Born Blessed, So I'll Obtain Ultimate Power - Break off by SUPER★DRAGON [amq-81567].webm",easy,easy,Kizoku Tensei: Megumareta Umare kara Saikyou no Chikara o Eru,"Noble Reincarnation: Born Blessed, So I'll Obtain Ultimate Power",Winter 2026,Break off,SUPER★DRAGON,29,"89,715",,,,,,
Kunon the Sorcerer Can See - Lachenalia no Yume by Isekaijoucho [amq-81569].webm,easy,easy,Majutsushi Kunon wa Mieteiru,Kunon the Sorcerer Can See,Winter 2026,Lachenalia no Yume,Isekaijoucho,32,"88,019",,,,,,
Oedo Fire Slayer The Legend of Phoenix - Hamidashi Gomen by Porno Graffitti [amq-81695].webm,easy,easy,Hikuidori: Ushuu Boro Tobi-gumi,Oedo Fire Slayer: The Legend of Phoenix,Winter 2026,Hamidashi Gomen,Porno Graffitti,23,"84,382",,,,,,
"Jack-of-All-Trades, Party of None - Shirube by Tokoyami Towa [amq-81644].webm",easy,easy,Yuusha Party o Oidasareta Kiyou Binbou,"Jack-of-All-Trades, Party of None",Winter 2026,Shirube,Tokoyami Towa,35,"89,262",,,,,,
Dead Account - Dead End by Haru Igarashi [amq-81675].webm,easy,easy,Dead Account,Dead Account,Winter 2026,Dead End,Haru Igarashi,24,"86,835",,,,,,
Reincarnated as a Dragon Hatchling - Gliding Claw by Sizuk feat. AYAME [amq-81683].webm,easy,easy,Tensei Shitara Dragon no Tamago Datta: Saikyou Igai Mezasa Nee,Reincarnated as a Dragon Hatchling,Winter 2026,Gliding Claw,Sizuk feat. AYAME,23,"89,479",,,,,,
Tune In to the Midnight Heart - Tsuki ni Mukatte Ute by Hoshimachi Suisei [amq-81717].webm,medium,medium,Mayonaka Heart Tune,Tune In to the Midnight Heart,Winter 2026,Tsuki ni Mukatte Ute,Hoshimachi Suisei,40,"89,520",,,,,,
Scum of the Brave - GUN POWDER by TOOBOE [amq-81682].webm,easy,easy,Yuusha no Kuzu,Scum of the Brave,Winter 2026,GUN POWDER,TOOBOE,28,"89,729",,,,,,
Scum of the Brave - Revive by ClariS [amq-82636].webm,easy,easy,Yuusha no Kuzu,Scum of the Brave,Winter 2026,Revive,ClariS,17,"88,762",,,,,,
"Anyway, I'm Falling in Love with You - L to R by ME I [amq-81658].webm",easy,easy,"Douse, Koishite Shimaunda.","Anyway, I'm Falling in Love with You",Winter 2026,L to R,ME:I,33,"89,248",,,,,,
Medalist - Cold Night by HANA [amq-81815].webm,medium,medium,Medalist,Medalist,Winter 2026,Cold Night,HANA,48,"88,976",,,,,,
You Can't Be In a Rom-Com with Your Childhood Friends! - I Love You♡ by HoneyWorks meets Rin Kusumi・Yu Serizawa・Sae Hiratsuka・Yuuki Yamamoto [amq-81581].webm,easy,easy,Osananajimi to wa Love Come ni Naranai,You Can't Be In a Rom-Com with Your Childhood Friends!,Winter 2026,I Love You♡,HoneyWorks meets Rin Kusumi・Yu Serizawa・Sae Hiratsuka・Yuuki Yamamoto,32,"88,644",,,,,,
Easygoing Territory Defense by the Optimistic Lord - Okirakuzation by Rei Nakashima [amq-81642].webm,easy,easy,Okiraku Ryoushu no Tanoshii Ryouchi Bouei: Seisan-kei Majutsu de Na mo Naki Mura wo Saikyou no Jousai Toshi ni,Easygoing Territory Defense by the Optimistic Lord,Winter 2026,Okirakuzation,Rei Nakashima,39,"88,595",,,,,,
Roll Over and Die - Liberator by PassCode [amq-81652].webm,easy,easy,"""Omae Gotoki ga Maou ni Kateru to Omou na"" to Yuusha Party o Tsuihou Sareta node, Outo de Kimama ni Kurashitai",Roll Over and Die,Winter 2026,Liberator,PassCode,37,"89,020",,,,,,
Hell Teacher Jigoku Sensei Nube - ERASE by THE ORAL CIGARETTES [amq-81639].webm,easy,easy,Jigoku Sensei Nube,Hell Teacher: Jigoku Sensei Nube,Winter 2026,ERASE,THE ORAL CIGARETTES,39,"88,595",,,,,,
An Adventurer's Daily Grind at Age 29 - Kimi ga Tomoshite Kureta Hikari o Ima by HoneyWorks feat.Hanon [amq-81728].webm,easy,easy,29-sai Dokushin Chuuken Boukensha no Nichijou,An Adventurer's Daily Grind at Age 29,Winter 2026,Kimi ga Tomoshite Kureta Hikari o Ima,HoneyWorks feat.Hanon,32,"89,229",,,,,,
In the Clear Moonlit Dusk - Uruwashi by UNISON SQUARE GARDEN [amq-81686].webm,easy,easy,Uruwashi no Yoi no Tsuki,In the Clear Moonlit Dusk,Winter 2026,Uruwashi,UNISON SQUARE GARDEN,34,"98,821",,,,,,
Wash it All Away - Kirei. by Yuu. [amq-81579].webm,easy,easy,Kirei ni Shitemoraemasu ka.,Wash it All Away,Winter 2026,Kirei.,Yuu.,37,"89,353",,,,,,
Yoroi-Shinden Samurai Troopers - YOAKE by blank paper [amq-81726].webm,easy,easy,Yoroi-Shinden Samurai Troopers,Yoroi-Shinden Samurai Troopers,Winter 2026,YOAKE,blank paper,27,"89,679",,,,,,
The Demon King's Daughter Is Too Kind!! - We Can Do!! by Kaori Ishihara [amq-81599].webm,easy,easy,Maou no Musume wa Yasashi Sugiru!!,The Demon King's Daughter Is Too Kind!!,Winter 2026,We Can Do!!,Kaori Ishihara,32,"87,595",,,,,,
The Daily Life of a Part-time Torturer - GO GO PARADISE!! by GRANRODEO [amq-81565].webm,easy,easy,Goumon Baito-kun no Nichijou,The Daily Life of a Part-time Torturer,Winter 2026,GO GO PARADISE!!,GRANRODEO,31,"89,346",,,,,,
My Hero Academia Vigilantes - CATCH!!! by THREEE [amq-81584].webm,easy,easy,Vigilante: Boku no Hero Academia Illegals,My Hero Academia: Vigilantes,Winter 2026,CATCH!!!,THREEE,35,"88,428",,,,,,
"There Was a Cute Girl in the Hero's Party, So I Tried Confessing to Her - Lavish!! by Yoshino [amq-81720].webm",easy,easy,"Yuusha Party ni Kawaii Ko ga Ita node, Kokuhaku shitemita.","There Was a Cute Girl in the Hero's Party, So I Tried Confessing to Her",Winter 2026,Lavish!!,Yoshino,29,"89,436",,,,,,
The Villainess Is Adored by the Prince of the Neighbor Kingdom - Ai no Fanfare by Ayahi Takagaki feat. Yu Shirota [amq-81694].webm,easy,easy,Akuyaku Reijou wa Ringoku no Outaishi ni Dekiai sareru,The Villainess Is Adored by the Prince of the Neighbor Kingdom,Winter 2026,Ai no Fanfare,Ayahi Takagaki feat. Yu Shirota,27,"86,595",,,,,,
Golden Kamuy - Ougon no Kanata by Awich × ALI [amq-81713].webm,medium,medium,Golden Kamuy,Golden Kamuy,Winter 2026,Ougon no Kanata,Awich × ALI,43,"88,936",,,,,,
Hoppe-chan Mystery of the Sun Kingdom and the Black-Cheek Team - Hope & Jump by EXILE B HAPPY feat. Crystal Kay [amq-81668].webm,easy,easy,Hoppe-chan: Sun Oukoku to Kuro Hoppe-dan no Himitsu,Hoppe-chan: Mystery of the Sun Kingdom and the Black-Cheek Team,Winter 2026,Hope & Jump,EXILE B HAPPY feat. Crystal Kay,25,"84,995",,,,,,
A Misanthrope Teaches a Class for Demi-Humans - Ningen by Masayoshi Oishi [amq-81673].webm,easy,easy,Jingai Kyoushitsu no Ningengirai Kyoushi,A Misanthrope Teaches a Class for Demi-Humans,Winter 2026,Ningen,Masayoshi Oishi,35,"89,262",,,,,,
"Elegy for the Henchmen Fist of the North Star - Blacker Co., Ltd. by ITSUKA▶ [amq-81578].webm",easy,easy,Hokuto no Ken: Kenou-gun Zako-tachi no Banka,Elegy for the Henchmen: Fist of the North Star,Winter 2026,"Blacker Co., Ltd.",ITSUKA▶,21,"29,803",,,,,,
There's No Freaking Way I'll Be Your Lover! Unless... - Muri Muri Shinkaron by Akari Nanawo [amq-80042].webm,hard,hard,"Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?)",There's No Freaking Way I'll Be Your Lover! Unless...,Winter 2026,Muri Muri Shinkaron,Akari Nanawo,63,"89,604",,,,,,
Cardfight!! Vanguard Divinez Parallactic Clash Arc - Genkai by V.W.P [amq-81670].webm,easy,easy,Cardfight!! Vanguard Divinez Genma Seisen-hen,Cardfight!! Vanguard Divinez Parallactic Clash Arc,Winter 2026,Genkai,V.W.P,37,"88,754",,,,,,
Cardfight!! Vanguard Divinez Parallactic Clash Arc - World's End Trigger by Hina Aoki [amq-82109].webm,easy,easy,Cardfight!! Vanguard Divinez Genma Seisen-hen,Cardfight!! Vanguard Divinez Parallactic Clash Arc,Winter 2026,World's End Trigger,Hina Aoki,17,"89,304",,,,,,
High School! Kimengumi - Funky Spice by BREIMEN feat.TOMOO [amq-81664].webm,easy,easy,High School! Kimengumi,High School! Kimengumi,Winter 2026,Funky Spice,BREIMEN feat.TOMOO,31,"89,296",,,,,,
Star Detective Precure! - Heart ni Hint! Meitantei Precure! by Ami Ishii [amq-81886].webm,medium,medium,Meitantei Precure!,Star Detective Precure!,Winter 2026,Heart ni Hint! Meitantei Precure!,Ami Ishii,47,"89,634",,,,,,
