Year,Season,Rank,Title,English Title,Romaji Title,Wymagane,Ile jest,Brakuje,Kolumna1,,,,
2020,SPRING,3,Great Pretender,Great Pretender,GREAT PRETENDER,7,7,0,,,,,
2020,SPRING,4,Fruits Basket Season 2,Fruits Basket Season 2,Fruits Basket: 2nd Season,7,4,3,,,,,
2020,SPRING,5,A Whisker Away,A Whisker Away,Nakitai Watashi wa Neko wo Kaburu,7,3,4,,,,,
2020,SPRING,6,The Millionaire Detective - Balance UNLIMITED,The Millionaire Detective - Balance: UNLIMITED,Fugou Keiji: Balance:UNLIMITED,5,,5,,,,,
2020,SPRING,7,Food Wars! The Fifth Plate,Food Wars! The Fifth Plate,Shokugeki no Souma: Gou no Sara,5,4,1,,,,,
2020,SPRING,8,Gleipnir,Gleipnir,Gleipnir,5,5,0,,,,,
2020,SPRING,9,My Next Life as a Villainess All Routes Lead to Doom!,My Next Life as a Villainess: All Routes Lead to Doom!,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta…,5,5,0,,,,,
2020,SPRING,10,BNA,BNA,BNA,5,5,0,,,,,
2020,SPRING,11,Kakushigoto,Kakushigoto,Kakushigoto,3,,3,,,,,
2020,SPRING,12,SING YESTERDAY FOR ME,"SING ""YESTERDAY"" FOR ME",Yesterday wo Utatte,3,,3,,,,,
2020,SPRING,13,Princess Connect! ReDive,Princess Connect! Re:Dive,Princess Connect! Re:Dive,3,,3,,,,,
2020,SPRING,14,The 8th Son Are You Kidding Me,The 8th Son? Are You Kidding Me?,"Hachi-nan tte, Sore wa Nai deshou!",3,3,0,,,,,
2020,SPRING,15,Ascendance of a Bookworm Part 2,Ascendance of a Bookworm Part 2,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,3,,3,,,,,
2020,SPRING,16,Baki The Great Raitai Tournament Saga,Baki: The Great Raitai Tournament Saga,Baki: Dai Raitaisai-hen,3,3,0,,,,,
2020,SPRING,17,APPARE-RANMAN!,APPARE-RANMAN!,Appare-Ranman!,3,3,0,,,,,
2020,SPRING,18,Arte,Arte,Arte,3,,3,,,,,
2020,SPRING,19,PSYCHO-PASS 3 First Inspector,PSYCHO-PASS 3: First Inspector,PSYCHO-PASS 3: FIRST INSPECTOR,3,,3,,,,,
2020,SPRING,20,Shironeko Project ZERO CHRONICLE,Shironeko Project ZERO CHRONICLE,Shironeko Project: ZERO CHRONICLE,3,3,0,,,,,
2020,WINTER,1,HAIKYU!! TO THE TOP,HAIKYU!! TO THE TOP,Haikyuu!! TO THE TOP,7,4,3,,,,,
2020,WINTER,2,Toilet-bound Hanako-kun,Toilet-bound Hanako-kun,Jibaku Shounen Hanako-kun,7,,7,,,,,
2020,WINTER,3,"BOFURI I Don't Want to Get Hurt, so I'll Max Out My Defense","BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7,7,0,,,,,
2020,WINTER,4,Dorohedoro,Dorohedoro,Dorohedoro,7,7,0,,,,,
2020,WINTER,5,Darwin's Game,Darwin's Game,Darwin's Game,7,7,0,,,,,
2020,WINTER,6,Made in Abyss Dawn of the Deep Soul,Made in Abyss: Dawn of the Deep Soul,Made in Abyss: Fukaki Tamashii no Reimei,5,,5,,,,,
2020,WINTER,7,InSpectre,In/Spectre,Kyokou Suiri,5,5,0,,,,,
2020,WINTER,8,Plunderer,Plunderer,Plunderer,5,5,0,,,,,
2020,WINTER,9,HAIKYU!! LAND VS. AIR,HAIKYU!! LAND VS. AIR,Haikyuu!! Riku VS Kuu,5,,5,,,,,
2020,WINTER,10,ID INVADED,ID: INVADED,ID: INVADED,5,5,0,,,,,
2020,WINTER,11,Keep Your Hands Off Eizouken!,Keep Your Hands Off Eizouken!,Eizouken ni wa Te wo Dasu na!,3,3,0,,,,,
2020,WINTER,12,"Science Fell in Love, So I Tried to Prove It","Science Fell in Love, So I Tried to Prove It",Rikei ga Koi ni Ochita no de Shoumei shitemita.,3,,3,,,,,
2020,WINTER,13,Interspecies Reviewers,Interspecies Reviewers,Ishuzoku Reviewers,3,3,0,,,,,
2020,WINTER,14,Somali and the Forest Spirit,Somali and the Forest Spirit,Somali to Mori no Kamisama,3,3,0,,,,,
2020,WINTER,15,GOBLIN SLAYER -GOBLIN’S CROWN-,GOBLIN SLAYER -GOBLIN’S CROWN-,Goblin Slayer: GOBLIN'S CROWN,3,,3,,,,,
2020,WINTER,16,A Certain Scientific Railgun T,A Certain Scientific Railgun T,Toaru Kagaku no Railgun T,3,3,0,,,,,
2020,WINTER,17,Isekai Quartet 2,Isekai Quartet 2,Isekai Quartet 2,3,,3,,,,,
2020,WINTER,18,Nekopara,Nekopara,Nekopara,3,3,0,,,,,
2020,WINTER,19,Seton Academy Join the Pack!,Seton Academy: Join the Pack!,Murenase! Seton Gakuen,3,3,0,,,,,
2020,WINTER,20,Infinite Dendrogram,Infinite Dendrogram,Infinite Dendrogram,3,3,0,,,,,
2019,FALL,1,My Hero Academia Season 4,My Hero Academia Season 4,Boku no Hero Academia 4,7,6,1,,,,,
2019,FALL,2,BEASTARS,BEASTARS,BEASTARS,7,7,0,,,,,
2019,FALL,3,Sword Art Online Alicization - War of Underworld,Sword Art Online: Alicization - War of Underworld,Sword Art Online: Alicization - War of Underworld,7,5,2,,,,,
2019,FALL,4,The Seven Deadly Sins Imperial Wrath of the Gods,The Seven Deadly Sins: Imperial Wrath of the Gods,Nanatsu no Taizai: Kamigami no Gekirin,7,,7,,,,,
2019,FALL,5,Cautious Hero The Hero Is Overpowered but Overly Cautious,Cautious Hero: The Hero Is Overpowered but Overly Cautious,Shinchou Yuusha: Kono Yuusha ga Ore TUEEE Kuse ni Shinchou Sugiru,7,7,0,,,,,
2019,FALL,6,Food Wars! The Fourth Plate,Food Wars! The Fourth Plate,Shokugeki no Souma: Shin no Sara,5,5,0,,,,,
2019,FALL,7,My Hero Academia Heroes Rising,My Hero Academia: Heroes Rising,Boku no Hero Academia THE MOVIE: Heroes:Rising,5,,5,,,,,
2019,FALL,8,Welcome to Demon School! Iruma-kun,Welcome to Demon School! Iruma-kun,Mairimashita! Iruma-kun,5,5,0,,,,,
2019,FALL,9,ORESUKI Are you the only one who loves me,ORESUKI: Are you the only one who loves me?,Ore wo Suki nano wa Omae dake ka yo,5,5,0,,,,,
2019,FALL,10,ASSASSINS PRIDE,ASSASSINS PRIDE,Assassins Pride,5,3,2,,,,,
2019,FALL,11,Ascendance of a Bookworm,Ascendance of a Bookworm,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,3,3,0,,,,,
2019,FALL,12,The Disastrous Life of Saiki K. Reawakened,The Disastrous Life of Saiki K.: Reawakened,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,3,,3,,,,,
2019,FALL,13,We Never Learn! BOKUBEN Season 2,We Never Learn!: BOKUBEN Season 2,Bokutachi wa Benkyou ga Dekinai!,3,,3,,,,,
2019,FALL,14,FateGrand Order Absolute Demonic Front Babylonia,Fate/Grand Order Absolute Demonic Front: Babylonia,Fate/Grand Order: Zettai Majuu Sensen Babylonia,3,3,0,,,,,
2019,FALL,15,High School Prodigies Have It Easy Even In Another World,High School Prodigies Have It Easy Even In Another World,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,3,3,0,,,,,
2019,FALL,16,Stars Align,Stars Align,Hoshiai no Sora,3,,3,,,,,
2019,FALL,17,PSYCHO-PASS 3,PSYCHO-PASS 3,PSYCHO-PASS 3,3,3,0,,,,,
2019,FALL,18,Didn't I Say to Make My Abilities Average in the Next Life!,Didn't I Say to Make My Abilities Average in the Next Life?!,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",3,3,0,,,,,
2019,FALL,19,Ahiru no Sora,Ahiru no Sora,Ahiru no Sora,3,,3,,,,,
2019,FALL,20,No Guns Life,No Guns Life,No Guns Life,3,3,0,,,,,
2019,SUMMER,1,Dr. STONE,Dr. STONE,Dr. STONE,7,7,0,,,,,
2019,SUMMER,2,Vinland Saga,Vinland Saga,VINLAND SAGA,7,7,0,,,,,
2019,SUMMER,3,Fire Force,Fire Force,Enen no Shouboutai,7,7,0,,,,,
2019,SUMMER,4,Weathering With You,Weathering With You,Tenki no Ko,7,6,1,,,,,
2019,SUMMER,5,Is It Wrong to Try to Pick Up Girls in a Dungeon II,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,7,5,2,,,,,
2019,SUMMER,6,KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson,KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson,Kono Subarashii Sekai ni Shukufuku wo! Kurenai Densetsu,5,5,0,,,,,
2019,SUMMER,7,Arifureta From Commonplace to World's Strongest,Arifureta: From Commonplace to World's Strongest,Arifureta Shokugyou de Sekai Saikyou,5,4,1,,,,,
2019,SUMMER,8,given,given,Given,5,5,0,,,,,
2019,SUMMER,9,Violet Evergarden Eternity and the Auto Memory Doll,Violet Evergarden: Eternity and the Auto Memory Doll,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,5,,5,,,,,
2019,SUMMER,10,How Heavy Are the Dumbbells You Lift,How Heavy Are the Dumbbells You Lift?,Dumbbell Nan Kilo Moteru?,5,5,0,,,,,
2019,SUMMER,11,O Maidens in Your Savage Season,O Maidens in Your Savage Season,Araburu Kisetsu no Otome-domo yo.,3,3,0,,,,,
2019,SUMMER,12,ASTRA LOST IN SPACE,ASTRA LOST IN SPACE,Kanata no Astra,3,3,0,,,,,
2019,SUMMER,13,"Hensuki Are you willing to fall in love with a pervert, as long as she’s a cutie","Hensuki: Are you willing to fall in love with a pervert, as long as she’s a cutie?",Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,3,3,0,,,,,
2019,SUMMER,14,Isekai Cheat Magician,Isekai Cheat Magician,Isekai Cheat Magician,3,3,0,,,,,
2019,SUMMER,15,HELLO WORLD,,HELLO WORLD,3,,3,,,,,
2019,SUMMER,16,Teasing Master Takagi-san Season 2,Teasing Master Takagi-san Season 2,Karakai Jouzu no Takagi-san 2,3,3,0,,,,,
2019,SUMMER,17,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,3,3,0,,,,,
2019,SUMMER,18,That Time I Got Reincarnated as a Slime OAD,That Time I Got Reincarnated as a Slime OAD,Tensei Shitara Slime Datta Ken OVA,3,,3,,,,,
2019,SUMMER,19,Magical Sempai,Magical Sempai,Tejina Senpai,3,3,0,,,,,
2019,SUMMER,20,"Demon Lord, Retry!","Demon Lord, Retry!","Maou-sama, Retry!",3,3,0,,,,,
2019,SPRING,1,Demon Slayer Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,Kimetsu no Yaiba,7,7,0,,,,,
2019,SPRING,2,Attack on Titan Season 3 Part 2,Attack on Titan Season 3 Part 2,Shingeki no Kyojin Season 3 Part 2,7,7,0,,,,,
2019,SPRING,3,One-Punch Man Season 2,One-Punch Man Season 2,One Punch Man 2,7,6,1,,,,,
2019,SPRING,4,Fruits Basket (2019),Fruits Basket (2019),Fruits Basket: 1st Season,7,7,0,,,,,
2019,SPRING,5,Rascal Does Not Dream of a Dreaming Girl,Rascal Does Not Dream of a Dreaming Girl,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,7,0,7,,,,,
2019,SPRING,6,Bungo Stray Dogs 3,Bungo Stray Dogs 3,Bungou Stray Dogs 3rd Season,5,5,0,,,,,
2019,SPRING,7,Wise Man’s Grandchild,Wise Man’s Grandchild,Kenja no Mago,5,3,2,,,,,
2019,SPRING,8,We Never Learn BOKUBEN,We Never Learn: BOKUBEN,Bokutachi wa Benkyou ga Dekinai,5,5,0,,,,,
2019,SPRING,9,Promare,Promare,Promare,5,,5,,,,,
2019,SPRING,10,The Helpful Fox Senko-san,The Helpful Fox Senko-san,Sewayaki Kitsune no Senko-san,5,5,0,,,,,
2019,SPRING,11,ISEKAI QUARTET,"Why the hell are you here, Teacher!?",Nande Koko ni Sensei ga!?,3,3,0,,,,,
2019,SPRING,12,"Why the hell are you here, Teacher!",ISEKAI QUARTET,Isekai Quartet,3,3,0,,,,,
2019,SPRING,13,Carole & Tuesday,Carole & Tuesday,Carole & Tuesday,3,3,0,,,,,
2019,SPRING,14,Kono Oto Tomare! Sounds of Life,Kono Oto Tomare!: Sounds of Life,Kono Oto Tomare!,3,3,0,,,,,
2019,SPRING,15,Ride Your Wave,Ride Your Wave,"Kimi to, Nami ni Noretara",3,,3,,,,,
2019,SPRING,16,Ao-chan Can't Study!,Ao-chan Can't Study!,Midara na Ao-chan wa Benkyou ga Dekinai,3,3,0,,,,,
2019,SPRING,17,Hitoribocchi no Marumaruseikatsu,Hitoribocchi no Marumaruseikatsu,Hitoribocchi no ○○ Seikatsu,3,,3,,,,,
2019,SPRING,18,Wotaku ni Koi wa Muzukashii OVA,,Wotaku ni Koi wa Muzukashii OVA,3,,3,,,,,
2019,SPRING,19,Senryu Girl,Senryu Girl,Senryuu Shoujo,3,,3,,,,,
2019,SPRING,20,Sarazanmai,Sarazanmai,Sarazanmai,3,,3,,,,,
2019,WINTER,1,The Promised Neverland,The Promised Neverland,Yakusoku no Neverland,7,4,3,,,,,
2019,WINTER,2,Kaguya-sama Love is War,Kaguya-sama: Love is War,Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen,7,7,0,,,,,
2019,WINTER,3,The Rising of the Shield Hero,The Rising of the Shield Hero,Tate no Yuusha no Nariagari,7,7,0,,,,,
2019,WINTER,4,Mob Psycho 100 II,Mob Psycho 100 II,Mob Psycho 100 II,7,7,0,,,,,
2019,WINTER,5,Dororo,Dororo,Dororo,7,7,0,,,,,
2019,WINTER,6,The Quintessential Quintuplets,The Quintessential Quintuplets,Go-toubun no Hanayome,5,5,0,,,,,
2019,WINTER,7,Kakegurui xx,Kakegurui xx,Kakegurui ××,5,5,0,,,,,
2019,WINTER,8,Domestic Girlfriend,Domestic Girlfriend,Domestic na Kanojo,5,5,0,,,,,
2019,WINTER,9,Fatestay night [Heaven's Feel] II. lost butterfly,Fate/stay night [Heaven's Feel] II. lost butterfly,Fate/stay night [Heaven's Feel] II. lost butterfly,5,,5,,,,,
2019,WINTER,10,Date A Live III,Date A Live III,Date A Live III,5,5,0,,,,,
2019,WINTER,11,Code Geass Lelouch of the Re;surrection,Code Geass: Lelouch of the Re;surrection,Code Geass: Fukkatsu no Lelouch,3,,3,,,,,
2019,WINTER,12,Saga of Tanya the Evil - the Movie -,Saga of Tanya the Evil - the Movie -,Youjo Senki Movie,3,,3,,,,,
2019,WINTER,13,Zoku Owarimonogatari,Zoku Owarimonogatari,Zoku Owarimonogatari,3,3,0,,,,,
2019,WINTER,14,Boogiepop and Others,Boogiepop and Others,Boogiepop wa Warawanai,3,3,0,,,,,
2019,WINTER,15,Is It Wrong to Try to Pick Up Girls in a Dungeon Arrow of the Orion,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka: Orion no Ya,3,,3,,,,,
2019,WINTER,16,WATATEN! an Angel Flew Down to Me,WATATEN!: an Angel Flew Down to Me,Watashi ni Tenshi ga Maiorita!,3,,3,,,,,
2019,WINTER,17,My Roommate is a Cat,My Roommate is a Cat,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",3,,3,,,,,
2019,WINTER,18,Real Girl 2,Real Girl 2,3D Kanojo: Real Girl 2,3,,3,,,,,
2019,WINTER,19,Made in Abyss Wandering Twilight,Made in Abyss: Wandering Twilight,Made in Abyss: Hourou Suru Tasogare,3,,3,,,,,
2019,WINTER,20,My Hero Academia the Movie Two Heroes Specials,My Hero Academia the Movie: Two Heroes Specials,Boku no Hero Academia THE MOVIE: Futari no Hero Specials,3,,3,,,,,
2018,FALL,1,Rascal Does Not Dream of Bunny Girl Senpai,Rascal Does Not Dream of Bunny Girl Senpai,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,7,7,0,,,,,
2018,FALL,2,That Time I Got Reincarnated as a Slime,That Time I Got Reincarnated as a Slime,Tensei Shitara Slime Datta Ken,7,6,1,,,,,
2018,FALL,3,GOBLIN SLAYER,GOBLIN SLAYER,Goblin Slayer,7,6,1,,,,,
2018,FALL,4,JoJo's Bizarre Adventure Golden Wind,JoJo's Bizarre Adventure: Golden Wind,JoJo no Kimyou na Bouken: Ougon no Kaze,7,,7,,,,,
2018,FALL,5,Sword Art Online Alicization,Sword Art Online: Alicization,Sword Art Online: Alicization,7,7,0,,,,,
2018,FALL,6,Tokyo Ghoulre 2,Tokyo Ghoul:re 2,Tokyo Ghoul:re 2,5,,5,,,,,
2018,FALL,7,ZOMBIE LAND SAGA,ZOMBIE LAND SAGA,Zombie Land Saga,5,5,0,,,,,
2018,FALL,8,Fairy Tail Final Season,Fairy Tail Final Season,FAIRY TAIL (2018),5,5,0,,,,,
2018,FALL,9,Bloom Into You,Bloom Into You,Yagate Kimi ni Naru,5,,5,,,,,
2018,FALL,10,Dragon Ball Super Broly,Dragon Ball Super: Broly,Dragon Ball Super: Broly,5,,5,,,,,
2018,FALL,11,Boarding School Juliet,Boarding School Juliet,Kishuku Gakkou no Juliet,3,,3,,,,,
2018,FALL,12,ReZERO -Starting Life in Another World- OVAs,Re:ZERO -Starting Life in Another World- OVAs,Re:Zero kara Hajimeru Isekai Seikatsu OVAs,3,,3,,,,,
2018,FALL,13,SSSS.GRIDMAN,SSSS.GRIDMAN,SSSS.GRIDMAN,3,3,0,,,,,
2018,FALL,14,IRODUKU The World in Colors,IRODUKU: The World in Colors,Irozuku Sekai no Ashita kara,3,3,0,,,,,
2018,FALL,15,Run with the Wind,Run with the Wind,Kaze ga Tsuyoku Fuiteiru,3,,3,,,,,
2018,FALL,16,The Disastrous Life of Saiki K. Season 3,The Disastrous Life of Saiki K. Season 3,Saiki Kusuo no Ψ-nan: Kanketsu-hen,3,,3,,,,,
2018,FALL,17,A Certain Magical Index III,A Certain Magical Index III,Toaru Majutsu no Index III,3,3,0,,,,,
2018,FALL,18,RADIANT,RADIANT,Radiant,3,,3,,,,,
2018,FALL,19,Golden Kamuy Season 2,Golden Kamuy Season 2,Golden Kamuy 2nd Season,3,3,0,,,,,
2018,FALL,20,Tsurune,Tsurune,Tsurune: Kazemai Koukou Kyuudou-bu,3,,3,,,,,
2018,SUMMER,1,Attack on Titan Season 3,Attack on Titan Season 3,Shingeki no Kyojin Season 3,7,5,2,,,,,
2018,SUMMER,2,I Want to Eat Your Pancreas,I Want to Eat Your Pancreas,Kimi no Suizou wo Tabetai,7,,7,,,,,
2018,SUMMER,3,BANANA FISH,BANANA FISH,BANANA FISH,7,7,0,,,,,
2018,SUMMER,4,Overlord III,Overlord III,Overlord III,7,6,1,,,,,
2018,SUMMER,5,My Hero Academia Two Heroes,My Hero Academia: Two Heroes,Boku no Hero Academia THE MOVIE: Futari no Hero,7,,7,,,,,
2018,SUMMER,6,Grand Blue Dreaming,Grand Blue Dreaming,Grand Blue,5,5,0,,,,,
2018,SUMMER,7,Angels of Death,Angels of Death,Satsuriku no Tenshi,5,,5,,,,,
2018,SUMMER,8,Cells at Work!,Cells at Work!,Hataraku Saibou,5,,5,,,,,
2018,SUMMER,9,How NOT to Summon a Demon Lord,How NOT to Summon a Demon Lord,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,5,5,0,,,,,
2018,SUMMER,10,Asobi Asobase - workshop of fun -,Asobi Asobase - workshop of fun -,Asobi Asobase,5,,5,,,,,
2018,SUMMER,11,BAKI,BAKI,Baki,3,3,0,,,,,
2018,SUMMER,12,Violet Evergarden Special,Violet Evergarden: Special,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",3,,3,,,,,
2018,SUMMER,13,Happy Sugar Life,Happy Sugar Life,Happy Sugar Life,3,3,0,,,,,
2018,SUMMER,14,The Seven Deadly Sins the Movie Prisoners of the Sky,The Seven Deadly Sins the Movie: Prisoners of the Sky,Nanatsu no Taizai Movie: Tenkuu no Torawarebito,3,,3,,,,,
2018,SUMMER,15,Yuuna and the Haunted Hot Springs,Yuuna and the Haunted Hot Springs,Yuragi-sou no Yuuna-san,3,3,0,,,,,
2018,SUMMER,16,Hi Score Girl,Hi Score Girl,Hi Score Girl,3,3,0,,,,,
2018,SUMMER,17,Sirius the Jaeger,Sirius the Jaeger,Tenrou: Sirius the Jaeger,3,,3,,,,,
2018,SUMMER,18,Flavors of Youth,Flavors of Youth,Shikioriori,3,,3,,,,,
2018,SUMMER,19,Free! -Dive to the Future-,Free! -Dive to the Future-,Free!: Dive to the Future,3,,3,,,,,
2018,SUMMER,20,Gintama. Silver Soul Arc - Second Half War,Gintama.: Silver Soul Arc - Second Half War,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,3,,3,,,,,
2018,SPRING,1,My Hero Academia Season 3,My Hero Academia Season 3,Boku no Hero Academia 3,7,7,0,,,,,
2018,SPRING,2,Wotakoi Love is Hard for Otaku,Wotakoi: Love is Hard for Otaku,Wotaku ni Koi wa Muzukashii,7,7,0,,,,,
2018,SPRING,3,Tokyo Ghoulre,Tokyo Ghoul:re,Tokyo Ghoul:re,7,,7,,,,,
2018,SPRING,4,Steins;Gate 0,Steins;Gate 0,Steins;Gate 0,7,7,0,,,,,
2018,SPRING,5,Food Wars! The Third Plate Totsuki Train Arc,Food Wars! The Third Plate: Totsuki Train Arc,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7,,7,,,,,
2018,SPRING,6,Sword Art Online Alternative Gun Gale Online,Sword Art Online Alternative: Gun Gale Online,Sword Art Online Alternative: Gun Gale Online,5,5,0,,,,,
2018,SPRING,7,HINAMATSURI,HINAMATSURI,Hinamatsuri,5,5,0,,,,,
2018,SPRING,8,Megalobox,Megalobox,Megalo Box,5,5,0,,,,,
2018,SPRING,9,High School DxD HERO,,High School DxD HERO,5,5,0,,,,,
2018,SPRING,10,Golden Kamuy,Golden Kamuy,Golden Kamuy,5,5,0,,,,,
2018,SPRING,11,Real Girl,Real Girl,3D Kanojo: Real Girl,3,3,0,,,,,
2018,SPRING,12,Tada Never Falls In Love,Tada Never Falls In Love,Tada-kun wa Koi wo Shinai,3,,3,,,,,
2018,SPRING,13,Devils' Line,Devils' Line,Devils' Line,3,3,0,,,,,
2018,SPRING,14,PERSONA5 the Animation,PERSONA5 the Animation,PERSONA5 the Animation,3,3,0,,,,,
2018,SPRING,15,MAGICAL GIRL SITE,MAGICAL GIRL SITE,Mahou Shoujo Site,3,3,0,,,,,
2018,SPRING,16,Liz and the Blue Bird,Liz and the Blue Bird,Liz to Aoi Tori,3,,3,,,,,
2018,SPRING,17,Umamusume Pretty Derby,Umamusume: Pretty Derby,Uma Musume: Pretty Derby,3,3,0,,,,,
2018,SPRING,18,Aggretsuko,Aggretsuko,Aggressive Retsuko,3,3,0,,,,,
2018,SPRING,19,Kase-san and Morning Glories,Kase-san and Morning Glories,Asagao to Kase-san.,3,,3,,,,,
2018,SPRING,20,My Sweet Tyrant,My Sweet Tyrant,Akkun to Kanojo,3,2,1,,,,,
2018,WINTER,1,Violet Evergarden,Violet Evergarden,Violet Evergarden,7,6,1,,,,,
2018,WINTER,2,DARLING in the FRANXX,DARLING in the FRANXX,Darling in the Franxx,7,6,1,,,,,
2018,WINTER,3,Devilman Crybaby,Devilman Crybaby,DEVILMAN crybaby,7,4,3,,,,,
2018,WINTER,4,The Seven Deadly Sins Revival of the Commandments,The Seven Deadly Sins: Revival of the Commandments,Nanatsu no Taizai: Imashime no Fukkatsu,7,6,1,,,,,
2018,WINTER,5,Overlord II,Overlord II,Overlord II,7,4,3,,,,,
2018,WINTER,6,The Disastrous Life of Saiki K. Season 2,The Disastrous Life of Saiki K. Season 2,Saiki Kusuo no Ψ-nan 2,5,4,1,,,,,
2018,WINTER,7,Teasing Master Takagi-san,Teasing Master Takagi-san,Karakai Jouzu no Takagi-san,5,5,0,,,,,
2018,WINTER,8,A Place Further Than the Universe,A Place Further Than the Universe,Sora yori mo Tooi Basho,5,5,0,,,,,
2018,WINTER,9,Laid-Back Camp,Laid-Back Camp,Yuru Camp△,5,5,0,,,,,
2018,WINTER,10,Citrus,Citrus,citrus,5,4,1,,,,,
2018,WINTER,11,Maquia When the Promised Flower Blooms,Maquia: When the Promised Flower Blooms,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,3,,3,,,,,
2018,WINTER,12,Death March to the Parallel World Rhapsody,Death March to the Parallel World Rhapsody,Death March Kara Hajimaru Isekai Kyousoukyoku,3,,3,,,,,
2018,WINTER,13,ReLIFE Final Arc,ReLIFE: Final Arc,ReLIFE: Kanketsu-hen,3,,3,,,,,
2018,WINTER,14,B The Beginning,B: The Beginning,B: The Beginning,3,,3,,,,,
2018,WINTER,15,School Babysitters,School Babysitters,Gakuen Babysitters,3,,3,,,,,
2018,WINTER,16,After the Rain,After the Rain,Koi wa Ameagari no You ni,3,,3,,,,,
2018,WINTER,17,Bungo Stray Dogs DEAD APPLE,Bungo Stray Dogs: DEAD APPLE,Bungou Stray Dogs: DEAD APPLE,3,,3,,,,,
2018,WINTER,18,"Love, Chunibyo & Other Delusions Take on Me","Love, Chunibyo & Other Delusions: Take on Me",Chuunibyou demo Koi ga Shitai!: Take On Me,3,,3,,,,,
2018,WINTER,19,Record of Grancrest War,Record of Grancrest War,Grancrest Senki,3,3,0,,,,,
2018,WINTER,20,Pop Team Epic,Pop Team Epic,Poputepipikku,3,,3,,,,,
2017,FALL,1,Black Clover,Black Clover,Black Clover,7,7,0,,,,,
2017,FALL,2,The Ancient Magus' Bride,The Ancient Magus' Bride,Mahoutsukai no Yome,7,7,0,,,,,
2017,FALL,3,Food Wars! The Third Plate,Food Wars! The Third Plate,Shokugeki no Souma: San no Sara,7,6,1,,,,,
2017,FALL,4,BLEND-S,BLEND-S,Blend S,7,7,0,,,,,
2017,FALL,5,INUYASHIKI LAST HERO,INUYASHIKI LAST HERO,Inuyashiki,7,4,3,,,,,
2017,FALL,6,Land of the Lustrous,Land of the Lustrous,Houseki no Kuni,5,5,0,,,,,
2017,FALL,7,Fatestay night [Heaven's Feel] I. presage flower,Fate/stay night [Heaven's Feel] I. presage flower,Fate/stay night [Heaven's Feel] I. presage flower,5,,5,,,,,
2017,FALL,8,Recovery of an MMO Junkie,Recovery of an MMO Junkie,Net-juu no Susume,5,4,1,,,,,
2017,FALL,9,March comes in like a lion Season 2,March comes in like a lion Season 2,3-gatsu no Lion 2,5,4,1,,,,,
2017,FALL,10,Girls' Last Tour,Girls' Last Tour,Shoujo Shuumatsu Ryokou,5,,5,,,,,
2017,FALL,11,Blood Blockade Battlefront & Beyond,Blood Blockade Battlefront & Beyond,Kekkai Sensen & BEYOND,3,3,0,,,,,
2017,FALL,12,A Sister's All You Need,A Sister's All You Need.,Imouto sae Ireba Ii.,3,,3,,,,,
2017,FALL,13,Attack on Titan Lost Girls,Attack on Titan: Lost Girls,Shingeki no Kyojin: LOST GIRLS,3,,3,,,,,
2017,FALL,14,Just Because!,Just Because!,Just Because!,3,3,0,,,,,
2017,FALL,15,JUNI TAISEN：ZODIAC WAR,JUNI TAISEN：ZODIAC WAR,Juuni Taisen,3,3,0,,,,,
2017,FALL,16,My Girlfriend is Shobitch,My Girlfriend is Shobitch,Boku no Kanojo ga Majime Sugiru Shoujo Bitch na Ken,3,3,0,,,,,
